Finished;Country;Region_UN;Region_Sub_UN;Q_Language;Gender;Age;Country;WorldIs;Identitiy
1;India;Asia;Southern Asia;EN;Male;31-35;India;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;31-35;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Male;18-21;Nigeria;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Male;27-30;Pakistan;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of struggles;None
1;Cyprus;Asia;Western Asia;EN;Male;31-35;Cyprus;Full of struggles;Other
1;Ecuador;Americas;South America;EN;Female;22-26;Ecuador;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Male;18-21;Nigeria;Full of opportunities;
1;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;Global (I am a citizen of the world)
1;Sri Lanka;Asia;Southern Asia;EN;Male;22-26;Sri Lanka;Full of struggles;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Female;18-21;Nigeria;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Russia;Europe;Eastern Europe;EN;Male;22-26;Russia;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;NA;Female;22-26;India;Full of opportunities;None
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Croatia;Europe;Southern Europe;EN;Male;31-35;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Female;18-21;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Macedonia;Europe;Southern Europe;EN;Male;31-35;Macedonia;Full of struggles;Region (I am European / I am Asian)
1;Russia;Europe;Eastern Europe;EN;Female;22-26;Russia;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of struggles;None
1;Nigeria;Africa;Western Africa;EN;Male;31-35;Nigeria;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Croatia;Europe;Southern Europe;EN;Female;22-26;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;Russia;Europe;Eastern Europe;EN;Female;22-26;Russia;Full of struggles;None
1;Nigeria;Africa;Western Africa;EN;Female;22-26;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Female;18-21;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Female;18-21;Nigeria;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Russia;Europe;Eastern Europe;EN;Female;27-30;Russia;Full of opportunities;Region (I am European / I am Asian)
1;Russia;Europe;Eastern Europe;EN;Male;22-26;Russia;Full of struggles;Religion (I am Muslim / I am Christian)
1;Nigeria;Africa;Western Africa;EN;Female;22-26;Nigeria;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;Mongolia;Asia;Eastern Asia;EN;Female;31-35;Mongolia;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Female;22-26;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Mongolia;Asia;Eastern Asia;EN;Female;31-35;Mongolia;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;Other
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of opportunities;Global (I am a citizen of the world)
1;Mongolia;Asia;Eastern Asia;EN;Female;27-30;Mongolia;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of struggles;None
1;Croatia;Europe;Southern Europe;EN;Female;22-26;Croatia;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;18-21;United States;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Female;18-21;India;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;NA;Male;22-26;India;;Religion (I am Muslim / I am Christian)
1;Trinidad and Tobago;Americas;Caribbean;EN;Male;27-30;Trinidad and Tobago;Full of opportunities;Other
1;Pakistan;Asia;Southern Asia;NA;Male;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Trinidad and Tobago;Americas;Caribbean;EN;Male;27-30;Trinidad and Tobago;Full of struggles;Global (I am a citizen of the world)
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;22-26;Trinidad and Tobago;Full of opportunities;Other
1;Croatia;Europe;Southern Europe;EN;Female;27-30;Croatia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Male;31-35;India;Full of opportunities;Global (I am a citizen of the world)
1;Switzerland;Europe;Western Europe;EN;Male;27-30;Switzerland;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Croatia;Europe;Southern Europe;EN;Male;31-35;Croatia;Full of opportunities;None
1;United States;Americas;Northern America;EN;Male;27-30;Puerto Rico;Full of struggles;Religion (I am Muslim / I am Christian)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of struggles;None
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of struggles;None
1;Pakistan;Asia;Southern Asia;EN;Male;31-35;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of struggles;Region (I am European / I am Asian)
1;Ecuador;Americas;South America;EN;Male;22-26;Ecuador;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;NA;Male;31-35;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Russia;Europe;Eastern Europe;EN;Male;22-26;Russia;Full of opportunities;None
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;22-26;Trinidad and Tobago;Full of struggles;Global (I am a citizen of the world)
1;Russia;Europe;Eastern Europe;EN;Male;22-26;Russia;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;31-35;Pakistan;Full of opportunities;Religion (I am Muslim / I am Christian)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;None
1;Australia;Oceania;Australia and New Zealand;EN;Male;22-26;Australia;Full of struggles;Religion (I am Muslim / I am Christian)
1;Canada;Americas;Northern America;EN;Female;18-21;Canada;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Russia;Europe;Eastern Europe;EN;Female;27-30;Russia;Full of opportunities;Other
1;Russia;Europe;Eastern Europe;EN;Male;22-26;Russia;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of struggles;Other
1;Morocco;Africa;Northern Africa;EN;Female;31-35;Morocco;Full of struggles;Religion (I am Muslim / I am Christian)
1;Italy;Europe;Southern Europe;EN;Male;31-35;Italy;;Religion (I am Muslim / I am Christian)
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;18-21;Trinidad and Tobago;Full of struggles;Global (I am a citizen of the world)
1;New Zealand;Oceania;Australia and New Zealand;EN;Female;22-26;New Zealand;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Italy;Europe;Southern Europe;EN;Female;22-26;Italy;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;El Salvador;Americas;Central America;EN;Male;27-30;El Salvador;Full of opportunities;Region (I am European / I am Asian)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Trinidad and Tobago;Americas;Caribbean;EN;Male;22-26;Trinidad and Tobago;Full of opportunities;None
1;United States;Americas;Northern America;NA;Male;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
1;Gambia;Africa;Western Africa;NA;Male;31-35;Gambia;Full of struggles;None
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Canada;Americas;Northern America;NA;Male;27-30;Canada;Full of opportunities;Other
1;Philippines;Asia;South-Eastern Asia;EN;Female;22-26;Philippines;Full of struggles;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;EN;Female;18-21;Philippines;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Philippines;Asia;South-Eastern Asia;EN;Male;22-26;Philippines;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Australia;Oceania;Australia and New Zealand;EN;Female;27-30;Australia;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;India;Asia;Southern Asia;EN;Male;31-35;India;Full of struggles;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;EN;Male;27-30;Philippines;Full of opportunities;Other
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Female;22-26;India;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Cyprus;Asia;Western Asia;EN;Female;18-21;Cyprus;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Female;27-30;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Female;18-21;India;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Italy;Europe;Southern Europe;EN;Male;31-35;Italy;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;NA;Female;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Russia;Europe;Eastern Europe;EN;Male;31-35;Russia;Full of struggles;Region (I am European / I am Asian)
1;Botswana;Africa;Southern Africa;EN;Male;31-35;Botswana;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;27-30;Pakistan;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of opportunities;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;NA;Male;22-26;Pakistan;Full of opportunities;None
1;Rwanda;Africa;Eastern Africa;EN;Female;22-26;Rwanda;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;India;Asia;Southern Asia;EN;Female;27-30;India;Full of opportunities;Other
1;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;None
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Philippines;Asia;South-Eastern Asia;EN;Female;22-26;Philippines;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Female;18-21;Nigeria;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Botswana;Africa;Southern Africa;NA;Female;22-26;Botswana;Full of opportunities;Global (I am a citizen of the world)
1;Norway;Europe;Northern Europe;EN;Female;27-30;Norway;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Female;31-35;United States;Full of opportunities;Region (I am European / I am Asian)
1;Guyana;Americas;South America;EN;Female;27-30;Guyana;Full of opportunities;Other
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Other
1;Pakistan;Asia;Southern Asia;EN;Male;27-30;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Italy;Europe;Southern Europe;EN;Female;22-26;Italy;Full of struggles;Region (I am European / I am Asian)
1;Nigeria;Africa;Western Africa;EN;Female;18-21;Nigeria;Full of opportunities;Religion (I am Muslim / I am Christian)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of struggles;Global (I am a citizen of the world)
1;Italy;Europe;Southern Europe;EN;Female;22-26;Italy;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;None
1;United States;Americas;Northern America;EN;Female;31-35;United States;Full of struggles;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;18-21;United States;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
1;United Kingdom;Europe;Northern Europe;EN;Male;22-26;United Kingdom;Full of struggles;None
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Guyana;Americas;South America;EN;Female;22-26;Guyana;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Female;22-26;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Azerbaijan;Asia;Western Asia;EN;Male;22-26;Azerbaijan;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Global (I am a citizen of the world)
1;France;Europe;Western Europe;EN;Female;22-26;France;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Italy;Europe;Southern Europe;EN;Female;22-26;Italy;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Rwanda;Africa;Eastern Africa;EN;Male;22-26;Rwanda;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
1;Guatemala;Americas;Central America;EN;Female;18-21;Guatemala;Full of struggles;Global (I am a citizen of the world)
1;Pakistan;Asia;Southern Asia;EN;Female;31-35;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Guatemala;Americas;Central America;NA;Male;27-30;Guatemala;Full of opportunities;Other
1;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;EN;Male;18-21;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;United States;Americas;Northern America;EN;Female;22-26;Puerto Rico;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
1;Guatemala;Americas;Central America;EN;Female;22-26;Guatemala;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Croatia;Europe;Southern Europe;EN;Female;22-26;Croatia;Full of opportunities;None
1;Armenia;Asia;Western Asia;EN;Female;27-30;Armenia;Full of struggles;None
1;Croatia;Europe;Southern Europe;EN;Male;31-35;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;27-30;Trinidad and Tobago;Full of opportunities;None
1;Kenya;Africa;Eastern Africa;EN;Female;31-35;Kenya;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;22-26;China;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of struggles;Global (I am a citizen of the world)
1;Switzerland;Europe;Western Europe;EN;Male;31-35;France;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;Guyana;Americas;South America;EN;Female;22-26;Guyana;Full of opportunities;Global (I am a citizen of the world)
1;Rwanda;Africa;Eastern Africa;EN;Male;22-26;Burundi;Full of opportunities;Global (I am a citizen of the world)
1;Armenia;Asia;Western Asia;EN;Male;27-30;Armenia;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of opportunities;None
1;United Kingdom;Europe;Northern Europe;EN;Female;22-26;United Kingdom;Full of opportunities;Global (I am a citizen of the world)
1;Aruba (Netherlands);Americas;Caribbean;EN;Female;22-26;Aruba (Netherlands);Full of opportunities;Global (I am a citizen of the world)
1;Croatia;Europe;Southern Europe;EN;Male;22-26;Croatia;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;27-30;United States;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;South Africa;Africa;Southern Africa;NA;Female;22-26;South Africa;Full of opportunities;Global (I am a citizen of the world)
1;Guyana;Americas;South America;NA;Male;22-26;Guyana;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;United States;Americas;Northern America;EN;Female;31-35;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Norway;Europe;Northern Europe;EN;Male;22-26;Norway;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Male;22-26;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Turkey;Asia;Western Asia;EN;Female;22-26;Turkey;Full of opportunities;Global (I am a citizen of the world)
1;Italy;Europe;Southern Europe;EN;Female;18-21;Italy;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;Angola;Africa;Middle Africa;EN;Female;22-26;Angola;Full of opportunities;None
1;Guyana;Americas;South America;EN;Male;18-21;Guyana;Full of opportunities;None
1;Belgium;Europe;Western Europe;EN;Male;22-26;Belgium;Full of opportunities;Region (I am European / I am Asian)
1;Bangladesh;Asia;Southern Asia;EN;Male;27-30;Bangladesh;Full of opportunities;Region (I am European / I am Asian)
1;Pakistan;Asia;Southern Asia;EN;Male;31-35;Pakistan;Full of opportunities;Global (I am a citizen of the world)
1;Guyana;Americas;South America;EN;Female;27-30;Guyana;Full of struggles;Philosophical Beliefs (I am Utopian / I am Communist)
1;Philippines;Asia;South-Eastern Asia;NA;Female;27-30;Philippines;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Haiti;Americas;Caribbean;EN;Male;18-21;Haiti;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Laos;Asia;South-Eastern Asia;NA;Male;22-26;Laos;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;27-30;Puerto Rico;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Democratic Republic of the Congo;Africa;Middle Africa;NA;Male;27-30;Democratic Republic of the Congo;Full of struggles;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;EN;Male;31-35;Philippines;Full of opportunities;Global (I am a citizen of the world)
1;Swaziland;Africa;Southern Africa;EN;Female;18-21;Swaziland;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Norway;Europe;Northern Europe;EN;Male;31-35;Norway;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Mauritius;Africa;Eastern Africa;EN;Female;27-30;Mauritius;Full of opportunities;Global (I am a citizen of the world)
1;Philippines;Asia;South-Eastern Asia;EN;Female;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
1;Guyana;Americas;South America;EN;Female;22-26;Guyana;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Pakistan;Asia;Southern Asia;NA;Male;22-26;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;Norway;Europe;Northern Europe;EN;Male;27-30;Norway;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;NA;Female;18-21;Pakistan;Full of struggles;Global (I am a citizen of the world)
1;United Kingdom;Europe;Northern Europe;EN;Male;22-26;United Kingdom;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;NA;Male;27-30;India;Full of opportunities;Global (I am a citizen of the world)
1;Italy;Europe;Southern Europe;EN;Male;22-26;Algeria;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Female;18-21;Nigeria;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Azerbaijan;Asia;Western Asia;EN;Female;18-21;Azerbaijan;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Azerbaijan;Asia;Western Asia;EN;Female;22-26;Azerbaijan;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Male;31-35;Cyprus;Full of opportunities;Global (I am a citizen of the world)
1;Mauritius;Africa;Eastern Africa;EN;Male;27-30;Mauritius;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Female;27-30;India;Full of opportunities;Global (I am a citizen of the world)
1;Mauritius;Africa;Eastern Africa;EN;Female;31-35;Mauritius;Full of opportunities;Other
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Greece;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Female;27-30;Cyprus;Full of opportunities;Global (I am a citizen of the world)
1;France;Europe;Western Europe;EN;Female;27-30;France;Full of opportunities;Other
1;Nigeria;Africa;Western Africa;EN;Female;31-35;Nigeria;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Cyprus;Asia;Western Asia;EN;Female;27-30;Cyprus;Full of struggles;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Region (I am European / I am Asian)
1;Cyprus;Asia;Western Asia;EN;Male;22-26;Cyprus;Full of opportunities;None
1;Croatia;Europe;Southern Europe;EN;Male;31-35;Croatia;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Croatia;Europe;Southern Europe;EN;Female;27-30;Croatia;Full of struggles;None
1;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of struggles;Ethnicity (I am Tutsi / I am Indigenous)
1;Rwanda;Africa;Eastern Africa;EN;Female;18-21;Rwanda;Full of opportunities;Global (I am a citizen of the world)
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;22-26;Trinidad and Tobago;Full of struggles;None
1;Nigeria;Africa;Western Africa;EN;Male;22-26;Nigeria;Full of opportunities;Other
1;Guyana;Americas;South America;NA;Male;22-26;Guyana;Full of opportunities;Global (I am a citizen of the world)
1;Nigeria;Africa;Western Africa;EN;Male;31-35;Nigeria;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of struggles;None
1;Trinidad and Tobago;Americas;Caribbean;EN;Female;31-35;Trinidad and Tobago;Full of opportunities;Nationality (I am Indian / I am Argentinian)
1;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;United States;Americas;Northern America;EN;Female;22-26;United States;Full of opportunities;Global (I am a citizen of the world)
1;Cyprus;Asia;Western Asia;EN;Male;31-35;Cyprus;Full of struggles;Region (I am European / I am Asian)
1;Nigeria;Africa;Western Africa;EN;Male;27-30;Nigeria;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;India;Asia;Southern Asia;NA;Female;18-21;India;Full of opportunities;Philosophical Beliefs (I am Utopian / I am Communist)
1;United States;Americas;Northern America;EN;Male;31-35;Laos;Full of opportunities;Region (I am European / I am Asian)
1;Nigeria;Africa;Western Africa;EN;Female;27-30;Nigeria;Full of struggles;Religion (I am Muslim / I am Christian)
1;Pakistan;Asia;Southern Asia;EN;Male;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Cyprus;Asia;Western Asia;EN;Female;22-26;Cyprus;Full of opportunities;Region (I am European / I am Asian)
1;Suriname;Americas;South America;EN;Male;27-30;Suriname;Full of opportunities;Global (I am a citizen of the world)
1;India;Asia;Southern Asia;EN;Male;27-30;India;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Morocco;Africa;Northern Africa;EN;Female;27-30;Morocco;Full of opportunities;Global (I am a citizen of the world)
1;France;Europe;Western Europe;EN;Male;22-26;France;Full of opportunities;Global (I am a citizen of the world)
1;Mauritius;Africa;Eastern Africa;NA;Female;27-30;Mauritius;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;Pakistan;Asia;Southern Asia;NA;Male;22-26;Pakistan;Full of struggles;Religion (I am Muslim / I am Christian)
1;Suriname;Americas;South America;EN;Male;22-26;Suriname;Full of opportunities;None
1;Trinidad and Tobago;Americas;Caribbean;EN;Other;22-26;Trinidad and Tobago;Full of opportunities;Ethnicity (I am Tutsi / I am Indigenous)
1;Suriname;Americas;South America;EN;Female;27-30;Suriname;Full of opportunities;Global (I am a citizen of the world)
1;Puerto Rico;Americas;Caribbean;EN;Female;31-35;Puerto Rico;Full of opportunities;Religion (I am Muslim / I am Christian)
1;Suriname;Americas;South America;EN;Female;22-26;Suriname;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Male;31-35;United States;Full of opportunities;Religion (I am Muslim / I am Christian)
1;India;Asia;Southern Asia;EN;Male;22-26;India;Full of struggles;Nationality (I am Indian / I am Argentinian)
1;United States;Americas;Northern America;EN;Male;18-21;United States;Full of opportunities;Other
1;Cyprus;Asia;Western Asia;EN;Male;27-30;Cyprus;Full of struggles;Global (I am a citizen of the world)
1;United States;Americas;Northern America;NA;Female;27-30;United States;Full of opportunities;Global (I am a citizen of the world)
1;United States;Americas;Northern America;EN;Female;27-30;United States;Full of opportunities;Global (I am a citizen of the world)
